AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,CommunityDistrict,CensusTract2010,NTA,CityCouncilDistrict,CongressionalDistrict,StateSenatorialDistrict,LicenseIssuedDate,LicenseExpiredDate
HARPER,F,2/1/2012 0:00,Cocker Spaniel,Queens,11368,404,43702,QN25,21,14,13,4/14/2015,4/30/2016
MYCROFT,M,9/1/2010 0:00,"Bull Dog, French",Manhattan,10027,109,211,MN09,7,13,30,11/15/2016,10/26/2017
CRAIG,M,3/1/2016 0:00,Pug,Brooklyn,11203,NA,NULL,NULL,NA,NA,NA,6/5/2016,6/5/2017
YAEGAR,M,11/1/2003 0:00,Golden Retriever,Queens,11427,413,1301,QN43,23,3,11,8/6/2015,8/8/2016
CH ,M,4/1/2010 0:00,Miniature Pinscher,Manhattan,10128,108,14602,MN32,5,12,28,4/18/2016,3/21/2017
OLLIE,M,8/1/2015 0:00,Goldendoodle,Brooklyn,11231,306,65,BK33,39,7,26,11/22/2015,11/22/2016
SUSIE/MISS ,F,5/1/2009 0:00,Chihuahua,Queens,11101,401,33,QN68,26,12,12,5/14/2015,4/27/2020
NALA,F,6/1/2011 0:00,Cane Corso,Queens,11356,NA,NULL,NULL,NA,NA,NA,7/18/2015,5/22/2017
SHEA,F,3/1/2011 0:00,Shih Tzu,Queens,11105,401,115,QN72,22,14,12,8/10/2016,7/27/2017
INKY,F,9/1/2013 0:00,Terrier Crossbreed,Brooklyn,11221,303,295,BK35,36,8,25,9/30/2015,9/30/2016
SADIE,F,9/1/2012 0:00,Labrador Retriever,Manhattan,10023,107,159,MN14,6,10,27,3/2/2015,3/15/2016
JESSE ,F,1/1/2002 0:00,German Shepherd Dog,Manhattan,10024,107,179,MN12,6,10,31,3/16/2016,3/30/2017
FLOPPY,M,1/1/2009 0:00,Dachshund Smooth Coat,Queens,11370,403,30903,QN28,22,14,13,10/16/2015,8/12/2016
MAYROSE,F,6/1/2014 0:00,Poodle,Manhattan,10128,108,152,MN32,5,12,28,11/1/2016,12/16/2017
ELVIS,M,10/1/2007 0:00,Cavalier King Charles Spaniel,Manhattan,10011,102,71,MN23,3,10,27,8/3/2016,8/13/2017
RAMEN ,M,11/1/2013 0:00,Boston Terrier,Manhattan,10014,102,75,MN23,3,10,27,5/15/2016,3/27/2017
HENNA,F,1/1/2013 0:00,Staffordshire Bull Terrier,Bronx,10461,211,256,BX37,13,14,34,3/12/2016,6/21/2016
DUKE ,M,1/1/2007 0:00,Labrador Retriever,Queens,11412,412,376,QN08,27,5,14,7/12/2016,8/30/2017
BEBE,F,12/1/2007 0:00,Pekingese,Queens,11373,404,473,QN29,25,6,16,3/19/2016,4/16/2017
LITTLE ,F,2/1/2007 0:00,Silky Terrier,Brooklyn,11215,306,157,BK37,39,9,20,1/12/2016,3/7/2017
GOGO,M,7/1/2008 0:00,"Bull Dog, French",Brooklyn,11218,312,504,BK40,39,9,21,6/5/2015,4/15/2016
POOCHIE ,F,12/1/2009 0:00,Chihuahua,Bronx,10472,209,44,BX55,18,15,32,10/23/2016,10/23/2018
LOGAN,M,1/1/2012 0:00,"Collie, Border",Queens,11102,401,69,QN71,22,12,12,8/6/2015,8/12/2016
TRACY,F,1/1/2013 0:00,"Poodle, Standard",Manhattan,10065,108,10602,MN31,5,12,28,8/31/2016,10/17/2017
MAGIC,M,6/1/2010 0:00,"Schnauzer, Miniature",Manhattan,10029,111,17401,MN33,9,13,30,11/9/2015,12/1/2016
DOTTIE,F,10/1/2014 0:00,Labrador Retriever,Brooklyn,11218,307,50202,BK40,39,9,21,10/15/2015,10/15/2016
MARGY,F,3/1/2012 0:00,Havanese,Bronx,10462,209,222,BX46,18,14,34,3/8/2016,3/8/2017
EVA ,F,8/1/2007 0:00,Beagle,Queens,11106,401,51,QN68,26,12,12,12/11/2015,11/18/2016
TUXEDO,M,6/1/2011 0:00,Unknown,Staten Island,10306,503,13204,SI25,51,11,24,1/27/2016,2/9/2017
ÔISHI,M,11/1/2014 0:00,American Staffordshire Terrier ,Staten Island,10309,503,198,SI01,51,11,24,7/23/2016,9/21/2021
LEAH,F,11/1/2010 0:00,Unknown,Staten Island,10310,501,13302,SI22,49,11,23,4/6/2016,5/17/2017
JAMEY,M,1/1/2016 0:00,Yorkshire Terrier,Manhattan,10019,105,131,MN17,3,12,27,7/23/2016,7/23/2017
ELIJAH,M,8/1/2014 0:00,Labrador Retriever,Manhattan,10001,104,93,MN13,3,10,27,2/15/2016,2/15/2021
JETER,M,2/1/2010 0:00,Puggle,Manhattan,10011,104,93,MN13,3,10,27,7/12/2016,8/24/2017
MIMI,F,6/1/2006 0:00,Bichon Frise,Manhattan,10075,108,142,MN40,4,12,28,10/15/2015,10/24/2016
LILY ,F,7/1/2014 0:00,Australian Shepherd,Manhattan,10009,106,44,MN50,4,12,27,5/4/2015,5/4/2016
FELIX,M,6/1/2010 0:00,Havanese,Manhattan,10075,108,140,MN40,4,12,28,11/16/2016,1/9/2018
LOIS ,F,2/1/2014 0:00,American Foxhound,Brooklyn,11226,314,50804,BK42,40,9,21,7/18/2016,6/8/2017
COCO,M,1/1/2015 0:00,Yorkshire Terrier,Staten Island,10307,503,24402,SI11,51,11,24,8/6/2016,8/6/2017
MIA,F,1/1/2007 0:00,Shih Tzu,Manhattan,10029,111,17402,MN33,9,13,30,2/12/2016,1/7/2017
FIGGY,F,3/1/2012 0:00,Labrador Retriever,Queens,11697,414,91601,QN10,32,5,15,9/13/2015,9/13/2016
SAMMY,M,8/1/2010 0:00,Yorkshire Terrier,Bronx,10460,203,155,BX75,17,15,33,2/20/2016,1/21/2017
PENELOPE,F,6/1/2007 0:00,Shih Tzu,Queens,11379,405,663,QN21,30,6,15,8/15/2015,8/11/2016
TEDDY,M,7/1/2011 0:00,Dachshund,Brooklyn,11211,301,523,BK73,34,7,18,7/15/2015,7/15/2016
MAX,M,5/1/2016 0:00,Bichon Frise,Queens,11370,403,30902,QN28,25,14,13,8/19/2016,8/19/2017
RENNIE,F,1/1/2005 0:00,Gordon Setter,Staten Island,10310,501,67,SI35,49,11,24,8/18/2016,9/29/2017
NINIS,M,1/1/2007 0:00,Unknown,Queens,11365,407,1207,QN52,20,6,11,4/13/2016,4/29/2018
SCRUFFY,M,4/1/2012 0:00,Shih Tzu,Manhattan,10023,107,153,MN14,6,10,27,5/15/2016,5/15/2017
GRACIE,F,12/1/2012 0:00,Boxer,Queens,11385,405,623,QN19,30,6,15,5/10/2015,5/25/2018
COOKIE,F,2/1/2011 0:00,Chihuahua,Staten Island,10306,502,12804,SI45,50,11,24,5/1/2015,5/14/2016
ASMORA,F,6/1/2016 0:00,Wheaton Terrier,Manhattan,10029,111,17401,MN33,9,13,30,10/15/2016,10/15/2017
MOCHI,F,7/1/2014 0:00,Pomeranian,Queens,11364,411,138501,QN42,23,6,16,10/25/2015,11/18/2016
GINGA,F,6/1/2013 0:00,Shih Tzu,Brooklyn,11212,316,918,BK81,42,8,19,1/7/2016,1/28/2017
UNKNOWN,F,7/1/2016 0:00,Morkie,Brooklyn,11209,310,162,BK31,43,11,22,10/17/2016,10/17/2017
MAX ,M,4/1/2007 0:00,Shih Tzu,Queens,11372,403,277,QN28,25,14,13,10/25/2015,8/6/2016
BENZI,M,3/1/2011 0:00,Labrador Retriever,Brooklyn,11249,301,553,BK73,34,12,18,3/4/2016,3/4/2017
BANDIT,M,11/1/2012 0:00,Wheaton Terrier,Manhattan,10075,108,134,MN31,4,12,28,11/19/2015,11/19/2016
JACQUE ,M,6/1/2013 0:00,Yorkshire Terrier,Manhattan,10005,101,7,MN25,1,10,26,1/6/2016,1/10/2017
NAME NOT PROVIDED,F,1/1/2009 0:00,Unknown,Brooklyn,11218,307,504,BK40,39,9,21,6/16/2016,7/21/2017
MARCEL,M,9/1/2009 0:00,Papillon,Queens,11104,402,169,QN31,26,14,12,7/8/2016,7/8/2017
CHARLIE ,M,7/1/2011 0:00,"Bull Dog, French",Queens,11102,401,69,QN71,22,12,12,5/23/2015,10/6/2019
SAM,M,10/1/2010 0:00,"Coonhound, Black and Tan",Brooklyn,11229,315,638,BK44,46,9,22,6/7/2015,7/11/2016
TAJ ,M,5/1/2002 0:00,Unknown,Brooklyn,11215,306,131,BK37,39,7,25,3/9/2016,8/30/2017
DICE,M,12/1/2010 0:00,Dalmatian,Queens,11101,402,7,QN31,26,12,12,2/21/2015,2/14/2016
OSO,M,12/1/2014 0:00,"Poodle, Miniature",Manhattan,10024,107,169,MN12,6,10,29,12/19/2016,12/19/2017
ARCHIBALD,M,1/1/2009 0:00,Unknown,Brooklyn,11223,315,37402,BK26,47,11,23,11/14/2015,10/19/2016
GUIDO,M,9/1/2007 0:00,Italian Greyhound,Queens,11369,403,329,QN28,22,14,13,7/12/2016,7/12/2017
HONEY,F,1/1/2002 0:00,American Pit Bull Mix / Pit Bull Mix,Staten Island,10312,503,17010,SI48,51,11,24,3/26/2016,1/14/2019
LOKI,M,4/1/2016 0:00,Siberian Husky Crossbreed,Queens,11358,407,1195,QN52,19,6,11,8/15/2016,8/15/2017
SANDY ,F,8/1/2015 0:00,American Pit Bull Mix / Pit Bull Mix,Staten Island,10314,502,27706,SI24,51,11,24,2/1/2016,2/1/2017
ZARA,F,5/1/2012 0:00,"Poodle, Standard",Brooklyn,11233,303,383,BK35,41,8,25,7/30/2016,4/16/2017
CHARLIE ,M,6/1/2014 0:00,Shih Tzu Crossbreed,Queens,11103,401,141,QN70,22,14,13,3/4/2016,3/4/2021
JESSIE,F,1/1/2006 0:00,Labrador Retriever,Manhattan,10128,108,15801,MN40,4,12,28,7/28/2015,7/22/2016
CHICKEY,F,5/1/2011 0:00,Chihuahua,Manhattan,10023,107,159,MN14,6,10,29,8/9/2016,8/9/2017
DJANGO,M,9/1/2014 0:00,German Shepherd Dog,Brooklyn,11224,313,336,BK21,47,8,23,1/28/2015,1/28/2016
CHLOE,F,10/1/2011 0:00,Cavalier King Charles Spaniel,Manhattan,10023,107,163,MN12,6,10,29,8/9/2015,6/5/2017
DENIM ,F,6/1/2016 0:00,Pomeranian Crossbreed,Manhattan,10026,110,186,MN11,9,13,30,9/13/2016,9/13/2017
STEVE ,M,3/1/2014 0:00,Labrador Retriever,Manhattan,10025,109,199,MN09,7,10,31,6/17/2015,6/16/2016
MOJO,M,10/1/2005 0:00,"Welsh Corgi, Pembroke",Manhattan,10025,107,181,MN12,6,10,30,1/15/2016,1/28/2017
DAISY,F,5/1/2006 0:00,Chihuahua,Queens,11357,407,991,QN49,19,3,11,2/12/2015,2/12/2016
DAISY,F,6/1/2006 0:00,Yorkshire Terrier,Manhattan,10038,101,1501,MN25,1,10,26,12/8/2016,12/8/2018
MICHELLE,F,12/1/2014 0:00,West High White Terrier,Brooklyn,11236,318,990,BK50,46,8,19,4/12/2016,5/8/2017
DIAMONF,F,1/1/2004 0:00,Unknown,Brooklyn,11230,314,456,BK43,45,9,17,9/21/2016,10/30/2017
NAME NOT PROVIDED,M,11/1/2014 0:00,Pomeranian,Brooklyn,11218,312,490,BK41,39,10,17,3/18/2015,3/18/2016
RAE ,F,12/1/2015 0:00,Miniature Schnauzer,Staten Island,10305,502,70,SI36,50,11,23,4/25/2016,4/25/2017
ZIGGY,M,5/1/2007 0:00,Yorkshire Terrier,Queens,11427,413,1301,QN43,23,3,11,7/14/2016,9/2/2017
RUSTY ,M,10/1/2009 0:00,Pomeranian,Bronx,10468,207,263,BX30,14,13,33,3/18/2016,4/27/2017
FRITZ,M,8/1/2009 0:00,Unknown,Manhattan,10024,107,163,MN12,6,10,29,12/23/2016,1/7/2018
CLEO ,F,1/1/2001 0:00,"Dachshund, Long Haired",Brooklyn,11212,316,912,BK81,41,9,20,8/4/2016,7/30/2017
SOLE,F,10/1/2012 0:00,Norwich Terrier,Manhattan,10021,108,122,MN40,4,12,28,2/3/2016,2/24/2017
MINNIE,F,2/1/2009 0:00,Unknown,Manhattan,10128,108,15801,MN40,5,12,28,6/11/2016,7/14/2017
GIZZIE ,F,9/1/2011 0:00,Shih Tzu,Manhattan,10032,112,24301,MN36,10,13,31,1/27/2015,1/6/2016
RUFFLES,M,1/1/2016 0:00,Lhasa Apso,Queens,11355,407,859,QN22,20,6,16,4/29/2016,4/29/2017
BISCUIT,M,3/1/2011 0:00,Labrador Retriever Crossbreed,Manhattan,10024,107,163,MN12,6,10,29,11/22/2016,7/5/2017
TUCKER,M,4/1/2013 0:00,Labrador Retriever,Manhattan,10075,108,128,MN40,4,12,28,6/2/2015,6/2/2016
ROMBO,M,2/1/2013 0:00,Beagle,Bronx,10469,211,314,BX31,13,14,34,3/4/2015,3/3/2016
ZEUS,M,3/1/2008 0:00,Shih Tzu,Queens,11367,408,77902,QN37,24,6,16,10/28/2016,11/19/2017
GYPSY,F,5/1/2011 0:00,Miniature Pinscher,Manhattan,10026,110,220,MN11,9,13,30,8/26/2015,9/10/2016
LUCKY ,M,1/1/2003 0:00,Labrador Retriever,Queens,11361,411,1447,QN46,19,6,11,6/16/2016,7/30/2017
LUCKY,M,7/1/2007 0:00,Australian Shepherd,Queens,11418,409,140,QN60,29,6,14,10/26/2016,8/13/2017
BEYONCÉ,F,12/1/2014 0:00,Dachshund Crossbreed,Manhattan,10036,104,117,MN13,3,10,31,5/11/2016,5/11/2017
GG,F,6/1/2013 0:00,Havanese,Manhattan,10021,108,130,MN40,4,12,28,7/1/2016,8/22/2017
STAR ,F,1/1/2002 0:00,Bichon Frise,Brooklyn,11234,318,69602,BK45,46,8,19,9/21/2016,10/31/2017
TYLER,M,12/1/2003 0:00,Yorkshire Terrier,Brooklyn,11249,301,517,BK73,33,12,26,9/1/2015,9/26/2018
MAGIC,M,8/1/2007 0:00,Maltese,Manhattan,10013,101,21,MN24,1,10,26,1/12/2015,1/12/2017
TOBY,M,2/1/2015 0:00,Poodle,Manhattan,10031,109,229,MN04,7,13,31,5/21/2016,5/21/2018
MICKEY ,M,10/1/2015 0:00,Chihuahua,Bronx,10459,203,12101,BX35,17,15,32,9/20/2016,9/20/2017
TIA,F,8/1/2001 0:00,Siberian Husky,Brooklyn,11215,306,133,BK37,39,7,25,12/14/2014,1/4/2016
PASTA,M,7/1/2016 0:00,West Highland White Terrier,Brooklyn,11229,315,586,BK17,48,11,19,10/18/2016,10/18/2017
SNOWBAL,M,12/1/2009 0:00,"Poodle, Toy",Bronx,10462,209,92,BX59,18,14,34,5/12/2016,4/26/2017
LANGSTON,M,7/1/2007 0:00,Pomeranian,Staten Island,10310,501,97,SI22,49,11,23,6/26/2015,6/26/2016
LOLA ,F,11/1/2015 0:00,French Bulldog,Manhattan,10003,106,48,MN21,2,12,27,2/10/2016,2/9/2018
RIPLEY,F,4/1/2015 0:00,Border Collie,Manhattan,10022,105,11202,MN17,4,12,28,6/17/2015,6/17/2016
JAZZI,F,1/1/2001 0:00,Bearded Collie,Manhattan,10282,101,31703,MN25,1,10,26,1/12/2016,1/12/2017
FRANKA ,F,3/1/2012 0:00,German Shepherd Dog,Queens,11103,401,63,QN70,22,12,12,10/6/2016,11/15/2017
CREAM,M,9/1/2012 0:00,American Pit Bull Terrier/Pit Bull,Queens,11691,414,103201,QN15,31,5,10,9/29/2015,9/29/2016
GIBSON,M,2/1/2013 0:00,Labrador Retriever,Manhattan,10014,102,75,MN23,3,10,27,1/12/2016,1/12/2021
CHICO ,M,3/1/2005 0:00,Chihuahua,Queens,11367,408,77902,QN37,24,6,16,8/9/2016,7/22/2017
LUNA,F,3/1/2016 0:00,Puggle,Manhattan,10029,111,162,MN33,8,13,30,7/8/2016,7/8/2017
D,F,6/1/2015 0:00,Yorkshire Terrier,Bronx,10459,203,125,BX35,17,15,32,9/8/2015,9/8/2016
PARIS ,F,11/1/2008 0:00,Maltese,Manhattan,10021,108,134,MN31,5,12,28,10/1/2016,11/9/2017
JOHN ,M,7/1/2015 0:00,Puggle,Queens,11385,405,567,QN19,30,7,12,9/15/2015,9/15/2016
HAZELNUT,F,8/1/2009 0:00,Chihuahua,Queens,11358,411,1459,QN48,19,6,11,7/17/2016,9/13/2017
CHARLIE,M,11/1/2011 0:00,Cavalier King Charles Spaniel,Queens,11374,406,71701,QN18,29,6,16,5/20/2016,5/2/2017
KING,M,1/1/2012 0:00,Yorkshire Terrier,Brooklyn,11236,318,1026,BK50,46,8,19,6/9/2016,7/25/2017
YODA,M,6/1/2007 0:00,Pug,Staten Island,10312,503,17010,SI48,51,11,24,8/22/2016,9/29/2017
SANDRA ,F,1/1/2001 0:00,Unknown,Queens,11379,405,507,QN21,30,6,15,9/6/2016,10/31/2017
LILY ,F,4/1/2011 0:00,Cavalier King Charles Spaniel,Manhattan,10023,107,159,MN14,6,10,29,4/27/2015,4/24/2016
MADELYN,F,1/1/2003 0:00,Unknown,Manhattan,10016,106,80,MN20,4,12,28,12/29/2016,1/30/2018
DANNIE,F,1/1/2014 0:00,"Poodle, Toy",Queens,11355,407,1205,QN52,20,6,16,3/14/2016,4/8/2017
ZOEY ,F,1/1/2007 0:00,Havanese,Bronx,10463,208,29302,BX29,11,16,34,9/1/2016,9/16/2017
JUNE ,M,5/1/2004 0:00,Chihuahua,Manhattan,10032,112,245,MN36,7,13,31,8/4/2016,9/24/2017
STELLA,F,10/1/2012 0:00,Cavalier King Charles Spaniel,Manhattan,10011,104,91,MN13,3,12,27,5/9/2015,6/12/2017
CHARLIE,M,1/1/2004 0:00,Beagle Crossbreed,Brooklyn,11220,310,22,BK32,38,10,23,3/2/2016,3/31/2017
ODIE ,M,4/1/2015 0:00,Beagle,Bronx,10463,208,277,BX28,14,13,33,8/18/2015,8/18/2016
PRINCESSA ,F,3/1/2014 0:00,American Pit Bull Mix / Pit Bull Mix,Bronx,10453,205,22701,BX41,14,15,33,6/7/2016,5/24/2017
PENNEY,F,9/1/2009 0:00,Yorkshire Terrier,Manhattan,10023,107,159,MN14,6,10,27,9/22/2015,9/22/2016
MUFASA,M,10/1/2013 0:00,Havanese,Manhattan,10011,102,63,MN23,3,10,27,6/6/2016,7/23/2017
RICK,M,8/1/2015 0:00,"Welsh Corgi, Pembroke",Manhattan,10128,111,15602,MN33,5,12,29,3/26/2016,3/26/2017
LILY,F,5/1/2012 0:00,Shih Tzu,Manhattan,10018,104,111,MN13,3,10,27,3/17/2016,3/17/2018
CALI,F,2/1/2014 0:00,Unknown,Brooklyn,11214,311,296,BK28,47,11,23,7/23/2015,8/7/2016
FLORENCE,F,3/1/2013 0:00,Tibetan Terrier,Manhattan,10021,108,130,MN40,4,12,28,1/25/2016,1/1/2017
PENNY,F,2/1/2012 0:00,Yorkshire Terrier,Manhattan,10031,109,229,MN04,7,13,31,3/11/2015,2/24/2018
BANDIT,M,1/1/2007 0:00,Collie Crossbreed,Manhattan,10013,101,39,MN24,1,10,26,3/15/2016,2/26/2021
GRETA ,F,2/1/2006 0:00,Unknown,Manhattan,10002,103,1401,MN28,1,12,26,8/26/2015,9/8/2016
JJ,F,8/1/2010 0:00,Cavalier King Charles Spaniel,Manhattan,10128,108,152,MN32,5,12,28,4/25/2016,4/25/2017
HARLEY,F,5/1/2014 0:00,Labradoodle,Manhattan,10021,108,120,MN40,4,12,28,7/21/2016,8/18/2017
ATHENA,F,3/1/2013 0:00,American Pit Bull Terrier/Pit Bull,Manhattan,10003,103,38,MN22,2,12,27,6/11/2016,7/3/2017
APOLLO,M,3/1/2010 0:00,German Shepherd Dog,Staten Island,10312,503,15601,SI54,51,11,24,3/30/2016,5/16/2017
SALLY,F,10/1/2013 0:00,Miniature Schnauzer,Manhattan,10011,104,87,MN13,3,12,27,4/29/2016,4/2/2019
NYLA,F,5/1/2015 0:00,Siberian Husky,Brooklyn,11235,315,592,BK17,48,9,19,9/10/2015,9/10/2016
ASBURY,F,4/1/2010 0:00,Labrador Retriever,Bronx,10471,208,323,BX22,11,16,34,10/14/2016,11/30/2017
PRINCETON ,M,7/1/2011 0:00,Yorkshire Terrier,Brooklyn,11216,303,243,BK75,36,8,25,7/1/2016,4/5/2018
JUNO,M,8/1/2015 0:00,Poodle Crossbreed,Brooklyn,11216,303,261,BK75,36,8,25,12/4/2015,12/4/2016
SOPHIE ,F,1/1/2007 0:00,Unknown,Brooklyn,11201,302,69,BK38,33,7,26,7/19/2016,7/30/2017
BUDDY,M,10/1/2012 0:00,Silky Terrier,Queens,11355,407,837,QN62,20,6,16,1/12/2016,1/12/2017
LEO,M,12/1/2011 0:00,Labrador Retriever Crossbreed,Queens,11375,406,71303,QN17,29,6,16,4/20/2016,4/21/2017
AUGUSTUS ,M,7/1/2015 0:00,German Shepherd Crossbreed,Queens,11374,406,71306,QN17,29,6,16,8/16/2016,9/27/2017
JULY,F,5/1/2012 0:00,Australian Shepherd,Manhattan,10012,102,65,MN23,3,10,26,10/15/2015,9/28/2016
ZOOEY,F,8/1/2012 0:00,Chihuahua,Brooklyn,11201,306,45,BK33,39,7,26,6/19/2016,7/28/2017
PICKLE ,F,1/1/2013 0:00,"Poodle, Miniature",Manhattan,10012,102,5501,MN23,1,12,27,12/15/2016,1/18/2018
GILLY ,F,3/1/2010 0:00,Australian Shepherd,Manhattan,10014,102,73,MN23,3,10,27,6/8/2016,6/8/2017
MAX,M,12/1/2003 0:00,Shih Tzu,Staten Island,10305,502,74,SI14,50,11,23,8/30/2015,8/3/2017
SHAMROCK,F,1/1/2009 0:00,Unknown,Staten Island,10310,501,121,SI35,49,11,24,7/15/2016,6/23/2017
CHUCK ,M,2/1/2012 0:00,Pomeranian,Brooklyn,11212,316,906,BK81,41,9,20,7/1/2016,7/25/2017
MILO,M,12/1/2007 0:00,Maltese,Brooklyn,11206,303,25902,BK75,36,8,18,8/11/2015,8/11/2016
HAMILTON ,M,10/1/2014 0:00,"Welsh Corgi, Pembroke",Manhattan,10036,104,117,MN13,3,10,31,5/17/2016,5/17/2019
MADDIE,F,5/1/2007 0:00,Labrador Retriever Crossbreed,Bronx,10471,208,323,BX22,11,16,34,10/1/2014,5/26/2016
ROSE,F,4/1/2011 0:00,Shih Tzu,Brooklyn,11209,310,66,BK31,43,11,22,6/24/2015,7/15/2016
TOBY,M,7/1/2012 0:00,Chihuahua,Bronx,10458,207,413,BX05,11,13,34,8/8/2016,8/8/2017
ABBY,F,8/1/2010 0:00,Siberian Husky,Brooklyn,11205,303,233,BK75,35,8,25,6/9/2016,6/9/2017
BEAUTY ,F,4/1/2011 0:00,Labrador Retriever,Manhattan,10032,109,23501,MN04,7,13,30,6/30/2015,6/30/2016
MONTANA,M,6/1/2015 0:00,English Springer Spaniel,Manhattan,10128,108,14802,MN40,4,12,28,9/23/2015,9/23/2016
SEERA ,F,1/1/2003 0:00,Havanese,Manhattan,10128,108,15002,MN40,4,12,28,1/7/2016,1/30/2017
WILSEE,F,3/1/2012 0:00,Brussels Griffon,Manhattan,10012,102,5501,MN23,1,10,26,1/28/2016,11/13/2017
KOBY ,M,8/1/2011 0:00,Unknown,Brooklyn,11235,315,612,BK17,48,8,22,2/7/2016,3/22/2017
SHANA,F,9/1/2006 0:00,Greyhound,Manhattan,10025,107,179,MN12,6,10,31,12/7/2015,4/8/2016
NAME NOT PROVIDED,F,6/1/2015 0:00,Pomeranian,Bronx,10453,205,21502,BX36,14,15,29,9/21/2015,9/21/2016
PADDY,M,3/1/2011 0:00,Lhasa Apso,Queens,11417,410,58,QN56,32,8,15,1/4/2015,1/4/2020
NAME NOT PROVIDED,F,3/1/2016 0:00,Beagle,Queens,11373,404,475,QN29,25,6,16,7/17/2016,7/17/2017
PASHA,F,7/1/2011 0:00,Unknown,Queens,11375,406,71303,QN17,29,6,16,12/7/2016,9/7/2017
NATASHA,F,1/1/2006 0:00,Pug,Bronx,10455,201,75,BX34,17,15,32,4/25/2016,3/29/2017
RIO,F,10/1/2008 0:00,Unknown,Staten Island,10306,503,13204,SI25,51,11,24,10/20/2016,9/29/2017
YOGI,M,3/1/2012 0:00,Chow Chow,Bronx,10465,210,27401,BX10,13,14,34,7/20/2015,7/20/2016
MAX ,M,8/1/2006 0:00,Puggle,Staten Island,10305,502,70,SI36,50,11,24,4/18/2016,3/29/2020
MAXINE ,F,1/1/2006 0:00,Unknown,Staten Island,10312,503,17007,SI48,51,11,24,8/8/2016,8/30/2017
NEWTON,M,12/1/2001 0:00,Unknown,Queens,11357,407,1039,QN49,19,3,11,5/15/2015,6/27/2016
J-ANN,F,8/1/2007 0:00,Chihuahua,Manhattan,10035,111,194,MN34,8,13,30,9/15/2016,10/31/2017
GIGI,F,3/1/2006 0:00,Saluki,Queens,11385,405,61301,QN20,30,6,15,3/25/2015,3/25/2016
ZIGGY,M,2/1/2015 0:00,Pug,Brooklyn,11226,317,822,BK60,40,9,20,11/8/2015,11/8/2016
CASEY,M,8/1/2007 0:00,Unknown,Manhattan,10023,107,155,MN14,6,10,27,8/28/2016,9/23/2017
MAGGIE,F,10/1/2013 0:00,Labrador Retriever,Manhattan,10025,107,183,MN12,6,10,31,12/9/2015,1/14/2017
CELIA,F,1/1/2010 0:00,Unknown,Brooklyn,11209,310,134,BK31,43,11,22,7/11/2016,7/11/2017
PRECIOUS,F,7/1/2016 0:00,American Pit Bull Mix / Pit Bull Mix,Staten Island,10314,502,18902,SI05,49,11,24,10/17/2016,10/17/2017
ANGEL,M,10/1/2015 0:00,Yorkshire Terrier,Brooklyn,11209,310,66,BK31,43,11,22,12/20/2015,12/20/2016
SOPHIA ,F,11/1/2014 0:00,Yorkshire Terrier,Brooklyn,11237,304,425,BK78,34,7,18,10/13/2016,2/24/2017
GINGER,F,1/1/2008 0:00,"Poodle, Miniature",Manhattan,10065,108,110,MN31,5,12,28,1/26/2016,1/26/2017
MILA,F,1/1/2011 0:00,Unknown,Brooklyn,11225,309,79802,BK60,40,9,21,4/17/2015,4/9/2016
FENRIS ,M,12/1/2010 0:00,Pomeranian,Queens,11385,406,639,QN19,30,6,15,6/14/2016,3/23/2017
SADIE,F,2/1/2016 0:00,Goldendoodle,Manhattan,10019,104,139,MN15,3,10,27,5/14/2016,5/14/2017
MISHA ,M,1/1/2003 0:00,"Bull Dog, French",Brooklyn,11205,302,543,BK99,35,8,26,9/9/2015,8/30/2016
FRIDA,F,11/1/2011 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11215,306,157,BK37,39,9,21,2/5/2016,3/1/2017
HOPE ,F,1/1/2001 0:00,Beagle Crossbreed,Queens,11432,408,1267,QN38,24,6,11,12/22/2016,12/30/2017
UNKNOWN,F,9/1/2016 0:00,Chihuahua Crossbreed,Manhattan,10036,104,129,MN15,3,10,27,12/19/2016,12/19/2017
CHAMP,M,1/1/2010 0:00,Bichon Frise,Brooklyn,11226,314,50801,BK42,40,9,21,5/3/2015,5/8/2017
MOCHA,M,8/1/2008 0:00,Bichon Frise,Queens,11358,407,1175,QN51,19,6,11,10/20/2016,12/13/2019
Q,M,12/1/2015 0:00,American Pit Bull Terrier/Pit Bull,Manhattan,10030,110,22102,MN03,9,13,30,6/28/2016,6/28/2017
BRAD,M,10/1/2011 0:00,Havanese,Manhattan,10021,108,134,MN31,5,12,28,9/5/2016,10/15/2017
MAXIMILIAN ,M,10/1/2010 0:00,"Shar-Pei, Chinese",Queens,11360,411,1093,QN46,19,6,11,2/4/2015,1/19/2018
TOFU,F,11/1/2012 0:00,Shih Tzu Crossbreed,Queens,11369,403,361,QN27,21,14,13,11/5/2016,11/5/2017
COOKIE,F,10/1/2007 0:00,"Poodle, Toy",Manhattan,10128,108,154,MN32,5,12,29,10/15/2016,12/11/2016
BLUE,F,10/1/2008 0:00,American Pit Bull Terrier/Pit Bull,Brooklyn,11213,308,351,BK61,35,9,20,7/6/2016,5/16/2017
LUCKY,M,12/1/2009 0:00,Lhasa Apso,Manhattan,10029,111,178,MN34,8,13,29,12/26/2016,12/26/2017
